Date,Name,Year,Letterboxd URI,Rating,Rewatch,Review,Tags,Watched Date
2025-10-30,Sarkar,2005,https://boxd.it/bxya75,3.5,,"The Godfather X Nayakan X Sarkar 🔥🔥 

<b>""When justice wears saffron, mercy disappear.""
</b>",,2025-10-30
2025-10-31,Sarkar Raj,2008,https://boxd.it/bxMctb,3,,"Last 45 min when OG <b>Sarkar </b>takes control.

<b>Govinda Govinda Govinda Govinda Govinda Govinda Govindddaaaa💥💥💥🔥🔥🔥🗿🗿🗿</b>",,2025-10-31
2025-10-31,Dogtooth,2009,https://boxd.it/byeocx,3,,"<b>Cat lover stay away from this one..✂️✂️</b>

I guess yorgos has some weird fantasies, like keep us confused and in WTF moment.🗣️🗣️

Now I fully believe that yorgos lanthimos can never make a normal movie.",,2025-10-31
2025-11-06,Oye Lucky! Lucky Oye!,2008,https://boxd.it/bCp7Ox,4,,"<b>Catch me if u can</b>
Indian version...
<blockquote>Jaisi demand, waisi supply </blockquote>",,2025-11-06
2025-11-07,Laalo: Krishna Sada Sahaayate,2025,https://boxd.it/bCxjIR,2.5,,"અરે કહેવા શું માંગો છો પણ...??
Cinematography and conversation in some scenes was good.",,2025-11-07
2025-11-10,Natsamrat,2016,https://boxd.it/bEU5Cp,4,,"कोणी घर देता काय रे..
घर.??",,2025-11-10
2025-11-12,Blue Valentine,2010,https://boxd.it/bGHirh,3.5,,"Ok I m gonna hit u at five.
<b>One..
Two..
Three..
Four..
Five....👊👊</b>",,2025-11-12
2025-11-13,Natsamrat,2018,https://boxd.it/bGYz65,,,Mahesh Manjrekar's Natsamrat is better i guess...!!,,2025-11-13
2025-11-16,Frankenstein,2025,https://boxd.it/bIXhuz,4,,Coldest mf (me) when Victor Frankenstein hurt his monster...😭😭👍🏻🙏,,2025-11-16
2025-11-30,Homebound,2025,https://boxd.it/bSnY0l,4.5,,"Leave home to build a home,  and never able to see how that ended..👍🏻👍🏻",,2025-11-29
2025-12-13,Dhurandhar,2025,https://boxd.it/c1lxYZ,4.5,,"Yami gautam ka sahi he yaar....💫💫

Aditya Dhar is what Siddharth anand wants to be...👍🏻",,2025-12-12
2025-12-15,One Battle After Another,2025,https://boxd.it/c30AF3,5,,"""Sir, do u know your last name?""
""Batman""
""Okay come on, I need your real last name.""
""Parker, Peter Parker, man.""",,2025-12-14
2025-12-21,Atonement,2007,https://boxd.it/c8A8yb,4.5,,"Joining gym so she don't have to take weak punches.

Bhen ki lodi...🤬🤬🤬

(They lived happily even after..🙏)",,2025-12-21
2025-12-23,Awarapan,2007,https://boxd.it/caYK0R,3.5,Yes,"You look lonely...
I can fix that...🙌

BTW banger album..🔥🔥",,2025-12-23
2025-12-31,Charulata,1964,https://boxd.it/cl6rv3,5,,"<blockquote>If you don't listen beyond your roles, you will never understand. Man or woman.</blockquote>No villains, no big drama, just people realising things a little too late.
That freeze frame at the end..🙏

<b>Satyajit ray, man. Absolute mastery.</b>",,2025-12-31
2026-01-05,No Other Choice,2025,https://boxd.it/crkZYv,5,,"Wow, park chan wook did it again.
Those cuts and transition were so so so good and visually, it was stunning..🔥🔥🔥

(Little spoiler)
There are murder scenes, but what shattered me most was the final image of trees being cut down by machines.",,2026-01-04
2026-01-11,Stranger Things 5: The Finale,2025,https://boxd.it/cz43Ul,,,"This like is for when I watched it's 1st season when the trailer of it's 2nd season dropped. 
I loved it back then, I even liked it's first 3 season. But after that this show gone in different direction. 
And finale episode...🙏🙏🙏",,2026-01-11
2026-01-16,Sicario,2015,https://boxd.it/cF8XOb,4,,"<b>Beautifully shot anxiety.
</b>
Comes with great cinematography, unbearable tension, and no emotional safety net.",,2026-01-16
2026-01-18,Dhadkan,2000,https://boxd.it/cGeXej,3,Yes,"<b>I would love to get pegged by Mahima choudhary..😍😍😍
</b>
Sameer and Nadeem-Shravan are the main leads of movie.",,2026-01-17
2026-01-18,Chaniya Toli,2025,https://boxd.it/cHq92F,4,,"Money heist + dog day afternoon + Ocean's eleven
With ગુજરાતી ટચ...",,2026-01-18
2026-01-19,Lawrence of Arabia,1962,https://boxd.it/cIDCPL,4,,"<b>I mean how can even a camera capture it..??? how can a camera capture MIRAGE..??  in 1960s</b>

<b>
</b>i loved the first half, especially those wide-angle desert shots. Cinematography is so so so good. the shots make us realize how tiny we are in those vast desert. 
but in second half it leans more toward politics. 
The character arc of lawrence is so smooth...",,2026-01-19
2026-01-25,Rape Zombie: Lust of the Dead,2012,https://boxd.it/cNtEpP,0.5,,Top worst movies I have ever seen list starter pack.,,2026-01-24
2026-01-29,Tere Ishk Mein,2025,https://boxd.it/cT1Vyx,3,,"""YOU LOOK ANGRY.
I CAN FIX THAT...""
Not a fan of Raanjhanaa, and this also didn't work much.",,2026-01-29
2026-02-01,Challengers,2024,https://boxd.it/cW3A8p,4.5,,"<b>Wow.
What a banger Soundtrack.
Music, editing and camera ..🔥🔥</b>
Horny, anxious and aggressive in the best way.",,2026-02-01
2026-02-04,Maiyar Ma Mandu Nathi Lagtu,2001,https://boxd.it/cYoXtF,5,,"દિવાળીબેન ભીલ હું આટલું બધું દુઃખ એકસાથે સહન કરવા સક્ષમ નથી..🙏🙏
My mom and dad have some great taste in movies.

<b>SPOILERS AHEAD...</b>

It was so close to become a gujrati La La land. One small turn towards bitterness at end and this would've been a generational heartbreak instead of a comfort cinema.👍🏻👍🏻",,2026-02-03
2026-02-06,Ship of Theseus,2012,https://boxd.it/d0EFAt,5,,"<b>“If every part of a ship is replaced, is it still the same ship?”</b>

Anand gandhi thank you for this..🙏

I finished Ship of Theseus and gave a two-minute standing ovation alone in my room, to the miracle of <b>cinema</b> itself. Some movies pass time, this one passed through me.

Three lives, three philosophies.
Aliya’s world moved me the most. no wonder Aida El-Kashef won Best Supporting Actress award.
Then the debate between Maitreya and Charvaka. that conversation felt older than all of us, like two civilizations speaking.
And Navin… starting with numbers and profit, slowly learning that conscience is heavier than any currency.

I loved how gentle the film was with its ideas. No lectures, only people trying to understand what part of them is truly theirs and what is borrowed from the world.

I don’t have perfect words.
But yeah this is a masterpiece. a work of <b>ART</b>.
I found another reason why I fell in love with <b>CINEMA</b> at first place.",,2026-02-06
2026-02-11,Hamnet,2025,https://boxd.it/d5egSF,4,,Agnes in a red dress...😍😍,,2026-02-11
2026-02-14,Marty Supreme,2025,https://boxd.it/d6NKG9,4.5,,"<b>Timothée absolutely carries this.</b>
chaotic, charming, and so alive on screen that, you stay with Marty till the end.

Technically, the camera work is strong and the editing works well with the chaotic tone, but I watched Challengers just a week ago and my mind does automatically comparison. The music here is good, but in Challengers the score drives the tension; here it mostly supports it.",,2026-02-13
2026-02-22,Sentimental Value,2025,https://boxd.it/deZDs1,4.5,,Who the fuck give DVD of Irreversible to 9 year old as a birthday gift..?,,2026-02-22
2026-02-25,Pearl,2022,https://boxd.it/dhMA2v,3.5,,"7 minutes and 58 seconds of Mia Goth just sitting there, confessing like the world is ending, and the camera doesn’t blink.

No cuts. No music. No escape.",,2026-02-24
2026-03-02,Little Miss Sunshine,2006,https://boxd.it/dlTZrv,4.5,,"I loved this so much..❤️🙌

It’s such a simple story, just a messy family going on a road trip. every character is flawed in their own way, but that’s what makes them special. No one is perfect, and the movie doesn’t try to make them heroes.
The van, the awkward moments, the small fights; everything felt natural.

<b>It doesn’t try to be epic.
It doesn’t try to be profound.</b>

<b>It’s small.
Awkward.
Human.</b>","1080p, bluray, yts",2026-03-01
2026-03-05,The Housemaid,2025,https://boxd.it/domVgp,3,,"Went in expecting a good thriller.
Stayed for the plot… and by plot I don’t mean Sydney Sweeney.
Predictable twists, decent tension, but nothing mind-blowing.
Still an entertaining one-time watch.","1080p, vega",2026-03-04
2026-03-13,The Devil Wears Prada,2006,https://boxd.it/duChpn,2.5,,NGL i spent the whole movie wondering why she and i were still there.,"1080p, vega",2026-03-12
2026-03-14,Gandhi Talks,2026,https://boxd.it/dv7EQj,3.5,,"i can’t confidently call it good, but i also can’t say i didn’t like it.","1080p, vega",2026-03-13
2026-03-16,Decision to Leave,2022,https://boxd.it/dwZ2FJ,4,,Now i understand why it’s called Decision to Leave.,"1080p, moviesmod",2026-03-15
2026-03-16,How to Lose a Guy in 10 Days,2003,https://boxd.it/dxSmiF,3.5,,it’s bullshit.,"1080p, bluray, vega",2026-03-16
2026-03-18,Mere Baap Pehle Aap,2008,https://boxd.it/dyOkDd,,Yes,Likh 30 saal se rane RANDWA he...,,2026-03-17
2026-03-18,Maqbool,2003,https://boxd.it/dzw1TJ,4,,The casting of this movie is just unfair. Everybody showed up like they had something to prove.<blockquote><b>हमारा इश्क़ तो पाक था ना मियाँ..?</b></blockquote>,"1080p, jiohotstar",2026-03-18
2026-03-20,Amélie,2001,https://boxd.it/dB2wrz,4.5,,Favorite girl of gamers..!!,"1080p, bluray, olamovies",2026-03-20
2026-03-21,Jennifer's Body,2009,https://boxd.it/dBSOox,2,,"If Megan Fox says “come with me” and we end up in some haunted ass forest, just know i died doing what i loved. 😭","1080p, olamovies, unrated",2026-03-21
2026-03-22,Hellaro,2019,https://boxd.it/dBXZYL,5,,"GO SLAAAYYYYYYY QUEEEENSSSSSS.....!!!!💅💅💅

થોડો મોડો આયો પાર્ટી માં પણ પહોંચી ગયો ...

“<b>Empowerment</b>” and ""<b>Feminism</b>"" we celebrate online are still mostly visible in urban bubbles. 
and then the film casually reminds you that casteism, domestic violence, and control over women are not “<b>old issues</b>” at all.","1080p, vega",2026-03-21
2026-03-22,Dhurandhar The Revenge,2026,https://boxd.it/dCSbCJ,4,,"Tagadi movie.
If u ignore some moments.","theater, cinepolish",2026-03-22
2026-03-26,The Curious Case of Benjamin Button,2008,https://boxd.it/dFZ7lF,5,,When they’re finally the “right age” for each other… but only for a little while.,"1080p, bluray, criterion collection, olamovies",2026-03-25
2026-03-29,O'Romeo,2026,https://boxd.it/dJnm4J,2.5,,Shendi to Vishal Bharadwaj ne lagai he BC...🥀🥀🥀,"2160p, vega",2026-03-29
2026-03-31,Faati Ne?,2025,https://boxd.it/dKDVwf,1,,બે અમુક જગ્યાએ હું હસી પડ્યો...🚶,,2026-03-30
2026-03-31,Project Hail Mary,2026,https://boxd.it/dLjRY9,4.5,,"People still give half the credits of interstellar to <b>Hans Zimmer</b>...

Watched in IMAX and for a while, saving Earth felt secondary to keeping Grace and Rocky alive.","theater, pvr, imax",2026-03-31
2026-04-06,Mean Girls,2004,https://boxd.it/dQhtMJ,4,,"Fuck cringe culture, i love girly movies...💅💅","1080p, vega",2026-04-05
2026-04-07,Desh Re Joya Dada Pardesh Joya,1998,https://boxd.it/dRIUhV,4,,"Some films are better when you stop looking for logic. And that's the beauty of films.

Watched it with my parents, kept asking them about scenes, words, and emotions, and somehow that made the whole experience even more special.

The songs are beautiful, genuinely. Every single one.❤️❤️

The way they use such rich, heavy Gujarati words so naturally in simple conversations made me fall in love with it even more.

<b>જ્યાં આપણું જ લોહી આપણને છેતરતું હોય ત્યાં બીજા ને શું દોષ દેવો..??</b>

<b>મારા માળામાં રહેલા પંખીનું ગળું હું ન મરડી શકું. પિતા કદી પારધી ન બની શકે.</b>",youtube,2026-04-06
2026-04-10,Race Gurram,2014,https://boxd.it/dUboTJ,,Yes,"My insta feed made me rewatch this.<blockquote>They call me Kill Bill Pandey… Pandey!
Frustration… frustration… fu fu fu frustration…🗿🗿</blockquote>",youtube,2026-04-09
2026-04-14,"Crazy, Stupid, Love.",2011,https://boxd.it/dYmKRN,4.5,,"That backyard scene was ABSOLUTE CINEMA..
✋🙂🤚","1080p, olamovies, bluray",2026-04-14
2026-04-17,Evan Almighty,2007,https://boxd.it/e0vMFb,2,,"<blockquote>मत्स्य अवतार..??</blockquote>
I just needed something playing in the background while cleaning the house, so…",jiohotstar,2026-04-17
2026-04-20,Sangam,1964,https://boxd.it/e2jrFj,3.5,,"I liked it but not that much. I think my biggest mistake was watching the longest version on YouTube (3 hr 53 min) 😭

It felt too lengthy, especially after Sunder and Radha go on honeymoon. For like 25-30 mins the story doesn’t really move forward much.
Songs are great though.
And personally I feel first it’s Sunder’s fault because Radha is clearly not fully into it but he still keeps going after her. Then it’s Gopal’s fault too because he should have told Sunder the truth that he and Radha loved each other.
In the end I just felt bad for Radha because no one is really asking what she wants.",youtube,2026-04-19
2026-04-21,Badass Ravi Kumar,2025,https://boxd.it/e3WPPJ,1.5,,"At least they were aware of what they were making.
And logic is completely Optional.",jiohotstar,2026-04-21
2026-04-24,Assi,2026,https://boxd.it/e5qd2j,3.5,,"I’m kinda confused between 3 and 3.5.

  • solid film
  • important subject
  • good from child’s POV
  • but held back
  • could’ve been more brutally honest / more emotionally devastating / more courtroom-heavy / more fearless

<b>And all this is only about the movie.  
because the movie ends. Reality doesn’t.</b>

Becaue in reality, this issue is way darker and way messier in India. It has always been happening, and sadly it will keep happening even after this film too.
<b>In India, sometimes justice isn’t a right. It’s a privilege.</b>","vega, 1080p",2026-04-23
2026-04-27,Lars and the Real Girl,2007,https://boxd.it/e7WWqd,4.5,,"I haven't seen my future yet, but seems pretty close..","1080p, olamovies",2026-04-26
2026-05-01,Mrs.,2023,https://boxd.it/eaQC7b,3.5,,Great movie with rushed ending,"1080p, vega",2026-04-30
2026-05-03,Wild Things,1998,https://boxd.it/ecZbtv,3,,"Still not enough twists.
Waiter please more twists.

<b>at some point it stops being shocking and just becomes funny.</b>","2160p, unrated, streamex",2026-05-03
2026-05-06,Jana Nayagan,,https://boxd.it/efpDG3,2,,"When u know this movie is completely made for Tamil Nadu '26 election, but you can't prove it..👀

(And it worked..)

Nowadays, the quality of fandubs is so so so good...📈📈","1080p, unrated",2026-05-05
2026-05-10,Action Replayy,2010,https://boxd.it/ej0pyl,3,,Banger Soundtrack..🔥🔥🔥,youtube,2026-05-10
2026-05-21,Madagascar: Escape 2 Africa,2008,https://boxd.it/ergKCd,3.5,,"Maternity leave...??! 
You're all males..!",jiohotstar,2026-05-20
